appearance_id,book_id,book_slug,title,authors,publication_year,award_id,award_program,award_category,award_year,status,original_status,is_tie,primary_subject,publisher,imprint,isbn13,source_url,source_confidence
appearance-american-eden-david-hosack-botany-and-medicine-in-the-garden-of-the-early-republic-victoria-john-cundill-history-prize-2019-finalist,book-american-eden-david-hosack-botany-and-medicine-in-the-garden-of-the-early-republic-victoria-john,american-eden-david-hosack-botany-and-medicine-in-the-garden-of-the-early-republic-victoria-john,"American Eden: David Hosack, Botany, and Medicine in the Garden of the Early Republic",Victoria Johnson,2019,award-cundill-history-prize,Cundill History Prize,History,2019,finalist,finalist,false,Biography,W. W. Norton & Company,Liveright,9781631494192,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-frederick-douglass-prophet-of-freedom-david-w-blight-cundill-history-prize-2019-finalist,book-frederick-douglass-prophet-of-freedom-david-w-blight,frederick-douglass-prophet-of-freedom-david-w-blight,Frederick Douglass: Prophet of Freedom,David W. Blight,2018,award-cundill-history-prize,Cundill History Prize,History,2019,finalist,finalist,false,Biography,Simon & Schuster,Simon & Schuster,9781416593881,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-gandhi-the-years-that-changed-the-world-1914-1948-ramachandra-guha-cundill-history-prize-2019-longlist,book-gandhi-the-years-that-changed-the-world-1914-1948-ramachandra-guha,gandhi-the-years-that-changed-the-world-1914-1948-ramachandra-guha,"Gandhi: The Years That Changed the World, 1914–1948",Ramachandra Guha,2018,award-cundill-history-prize,Cundill History Prize,History,2019,longlist,longlist,false,Biography,Penguin Random House,Allen Lane,9780670083886,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-i-am-dynamite-a-life-of-friedrich-nietzsche-sue-prideaux-cundill-history-prize-2019-longlist,book-i-am-dynamite-a-life-of-friedrich-nietzsche-sue-prideaux,i-am-dynamite-a-life-of-friedrich-nietzsche-sue-prideaux,I Am Dynamite! A Life of Friedrich Nietzsche,Sue Prideaux,2018,award-cundill-history-prize,Cundill History Prize,History,2019,longlist,longlist,false,Biography,Penguin Random House,Tim Duggan Books,9781524760823,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-maoism-a-global-history-julia-lovell-cundill-history-prize-2019-winner,book-maoism-a-global-history-julia-lovell,maoism-a-global-history-julia-lovell,Maoism: A Global History,Julia Lovell,2019,award-cundill-history-prize,Cundill History Prize,History,2019,winner,winner,false,World History,Penguin Random House,Knopf,9780525656050,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-orphans-of-empire-the-fate-of-london-s-foundlings-helen-berry-cundill-history-prize-2019-finalist,book-orphans-of-empire-the-fate-of-london-s-foundlings-helen-berry,orphans-of-empire-the-fate-of-london-s-foundlings-helen-berry,Orphans of Empire: The Fate of London's Foundlings,Helen Berry,2019,award-cundill-history-prize,Cundill History Prize,History,2019,finalist,finalist,false,History,Oxford University Press,Oxford University Press,9780198758488,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-reckonings-legacies-of-nazi-persecution-and-the-quest-for-justice-mary-fulbrook-cundill-history-prize-2019-finalist,book-reckonings-legacies-of-nazi-persecution-and-the-quest-for-justice-mary-fulbrook,reckonings-legacies-of-nazi-persecution-and-the-quest-for-justice-mary-fulbrook,Reckonings: Legacies of Nazi Persecution and the Quest for Justice,Mary Fulbrook,2019,award-cundill-history-prize,Cundill History Prize,History,2019,finalist,finalist,false,History,Oxford University Press,Oxford University Press,9780190681265,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-separate-the-story-of-plessy-v-ferguson-and-america-s-journey-from-slavery-to-segregation-steve--cundill-history-prize-2019-longlist,book-separate-the-story-of-plessy-v-ferguson-and-america-s-journey-from-slavery-to-segregation-steve-,separate-the-story-of-plessy-v-ferguson-and-america-s-journey-from-slavery-to-segregation-steve-,"Separate: The Story of Plessy v. Ferguson, and America's Journey from Slavery to Segregation",Steve Luxenberg,2019,award-cundill-history-prize,Cundill History Prize,History,2019,longlist,longlist,false,Race & Ethnicity,W. W. Norton & Company,W. W. Norton,9780393239379,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-the-life-and-legend-of-the-sultan-saladin-jonathan-phillips-cundill-history-prize-2019-longlist,book-the-life-and-legend-of-the-sultan-saladin-jonathan-phillips,the-life-and-legend-of-the-sultan-saladin-jonathan-phillips,The Life and Legend of the Sultan Saladin,Jonathan Phillips,2019,award-cundill-history-prize,Cundill History Prize,History,2019,longlist,longlist,false,Biography,Yale University Press,Yale University Press,9780300247060,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-the-scholems-a-story-of-the-german-jewish-bourgeoisie-from-emancipation-to-destruction-jay-howar-cundill-history-prize-2019-longlist,book-the-scholems-a-story-of-the-german-jewish-bourgeoisie-from-emancipation-to-destruction-jay-howar,the-scholems-a-story-of-the-german-jewish-bourgeoisie-from-emancipation-to-destruction-jay-howar,The Scholems: A Story of the German-Jewish Bourgeoisie from Emancipation to Destruction,Jay Howard Geller,2019,award-cundill-history-prize,Cundill History Prize,History,2019,longlist,longlist,false,World History,Cornell University Press,Cornell University Press,9781501731563,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-these-truths-a-history-of-the-united-states-jill-lepore-cundill-history-prize-2019-finalist,book-these-truths-a-history-of-the-united-states-jill-lepore,these-truths-a-history-of-the-united-states-jill-lepore,These Truths: A History of the United States,Jill Lepore,2019,award-cundill-history-prize,Cundill History Prize,History,2019,finalist,finalist,false,American History,W. W. Norton & Company,W. W. Norton,9781664473768,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-unruly-waters-how-rains-rivers-coasts-and-seas-have-shaped-asia-s-history-sunil-amrith-cundill-history-prize-2019-finalist,book-unruly-waters-how-rains-rivers-coasts-and-seas-have-shaped-asia-s-history-sunil-amrith,unruly-waters-how-rains-rivers-coasts-and-seas-have-shaped-asia-s-history-sunil-amrith,"Unruly Waters: How Rains, Rivers, Coasts, and Seas Have Shaped Asia's History",Sunil Amrith,2018,award-cundill-history-prize,Cundill History Prize,History,2019,finalist,finalist,false,World History,Hachette Book Group,Basic Books,9780465097722,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-vasily-grossman-and-the-soviet-century-alexandra-popoff-cundill-history-prize-2019-longlist,book-vasily-grossman-and-the-soviet-century-alexandra-popoff,vasily-grossman-and-the-soviet-century-alexandra-popoff,Vasily Grossman and the Soviet Century,Alexandra Popoff,2019,award-cundill-history-prize,Cundill History Prize,History,2019,longlist,longlist,false,Biography,Yale University Press,Yale University Press,9780300255379,https://en.wikipedia.org/wiki/Cundill_History_Prize,secondary
appearance-educated-a-memoir-tara-westover-dayton-literary-peace-prize-nonfiction-2019-finalist,book-educated-a-memoir-tara-westover,educated-a-memoir-tara-westover,Educated: A Memoir,Tara Westover,2018,award-dayton-literary-peace-prize-nonfiction,Dayton Literary Peace Prize,Nonfiction,2019,finalist,finalist,false,Memoir & Autobiography,Penguin Random House,Random House,9781987146127,https://en.wikipedia.org/wiki/Dayton_Literary_Peace_Prize,secondary
appearance-frederick-douglass-prophet-of-freedom-david-w-blight-dayton-literary-peace-prize-nonfiction-2019-finalist,book-frederick-douglass-prophet-of-freedom-david-w-blight,frederick-douglass-prophet-of-freedom-david-w-blight,Frederick Douglass: Prophet of Freedom,David W. Blight,2018,award-dayton-literary-peace-prize-nonfiction,Dayton Literary Peace Prize,Nonfiction,2019,finalist,finalist,false,Biography,Simon & Schuster,Simon & Schuster,9781416593881,https://en.wikipedia.org/wiki/Dayton_Literary_Peace_Prize,secondary
appearance-i-should-have-honor-khalida-brohi-dayton-literary-peace-prize-nonfiction-2019-finalist,book-i-should-have-honor-khalida-brohi,i-should-have-honor-khalida-brohi,I Should Have Honor,Khalida Brohi,,award-dayton-literary-peace-prize-nonfiction,Dayton Literary Peace Prize,Nonfiction,2019,finalist,finalist,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/Dayton_Literary_Peace_Prize,secondary
appearance-rising-out-of-hatred-eli-saslow-dayton-literary-peace-prize-nonfiction-2019-winner,book-rising-out-of-hatred-eli-saslow,rising-out-of-hatred-eli-saslow,Rising Out of Hatred,Eli Saslow,2018,award-dayton-literary-peace-prize-nonfiction,Dayton Literary Peace Prize,Nonfiction,2019,winner,winner,false,Science,,,9780385542876,https://en.wikipedia.org/wiki/Dayton_Literary_Peace_Prize,secondary
appearance-the-sun-does-shine-how-i-found-life-and-freedom-on-death-row-anthony-hinton-with-lara-love-hardi-dayton-literary-peace-prize-nonfiction-2019-finalist,book-the-sun-does-shine-how-i-found-life-and-freedom-on-death-row-anthony-hinton-with-lara-love-hardi,the-sun-does-shine-how-i-found-life-and-freedom-on-death-row-anthony-hinton-with-lara-love-hardi,The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Hinton with Lara Love Hardin,,award-dayton-literary-peace-prize-nonfiction,Dayton Literary Peace Prize,Nonfiction,2019,finalist,finalist,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/Dayton_Literary_Peace_Prize,secondary
appearance-tigerland-1968-1969-a-city-divided-a-nation-torn-apart-and-a-magical-season-of-healing-wil-haygo-dayton-literary-peace-prize-nonfiction-2019-finalist,book-tigerland-1968-1969-a-city-divided-a-nation-torn-apart-and-a-magical-season-of-healing-wil-haygo,tigerland-1968-1969-a-city-divided-a-nation-torn-apart-and-a-magical-season-of-healing-wil-haygo,"Tigerland, 1968-1969: A City Divided, a Nation Torn Apart, and a Magical Season of Healing",Wil Haygood,2018,award-dayton-literary-peace-prize-nonfiction,Dayton Literary Peace Prize,Nonfiction,2019,finalist,finalist,false,American History,Penguin Random House,Knopf,9781524731861,https://en.wikipedia.org/wiki/Dayton_Literary_Peace_Prize,secondary
appearance-a-history-of-the-bible-the-book-and-its-faiths-john-barton-duff-cooper-prize-history-biography-and-political-science-2019-winner,book-a-history-of-the-bible-the-book-and-its-faiths-john-barton,a-history-of-the-bible-the-book-and-its-faiths-john-barton,A History of the Bible: The Book and Its Faiths,John Barton,2019,award-duff-cooper-prize-history-biography-and-political-science,Duff Cooper Prize,"History, Biography & Political Science",2019,winner,winner,false,Religion,Penguin Random House,Allen Lane,9780241003916,https://en.wikipedia.org/wiki/Duff_Cooper_Prize,secondary
appearance-i-ll-be-gone-in-the-dark-one-woman-s-obsessive-search-for-the-golden-state-killer-michelle-mcnam-edgar-awards-best-fact-crime-2019-finalist,book-i-ll-be-gone-in-the-dark-one-woman-s-obsessive-search-for-the-golden-state-killer-michelle-mcnam,i-ll-be-gone-in-the-dark-one-woman-s-obsessive-search-for-the-golden-state-killer-michelle-mcnam,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,2018,award-edgar-awards-best-fact-crime,Edgar Awards,Best Fact Crime,2019,finalist,finalist,false,True Crime & Justice,HarperCollins,Harper,9780062319784,https://edgarawards.com/category-list-best-fact-crime/?instance=1&listpage=1,official
appearance-sex-money-murder-a-story-of-crack-blood-and-betrayal-jonathan-green-edgar-awards-best-fact-crime-2019-finalist,book-sex-money-murder-a-story-of-crack-blood-and-betrayal-jonathan-green,sex-money-murder-a-story-of-crack-blood-and-betrayal-jonathan-green,"Sex Money Murder: A Story of Crack, Blood, and Betrayal",Jonathan Green,,award-edgar-awards-best-fact-crime,Edgar Awards,Best Fact Crime,2019,finalist,finalist,false,True Crime & Justice,W. W. Norton & Company,W. W. Norton,,https://edgarawards.com/category-list-best-fact-crime/?instance=1&listpage=1,official
appearance-the-feather-thief-beauty-obsession-and-the-natural-history-heist-of-the-century-kirk-wallace-joh-edgar-awards-best-fact-crime-2019-finalist,book-the-feather-thief-beauty-obsession-and-the-natural-history-heist-of-the-century-kirk-wallace-joh,the-feather-thief-beauty-obsession-and-the-natural-history-heist-of-the-century-kirk-wallace-joh,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",Kirk Wallace Johnson,,award-edgar-awards-best-fact-crime,Edgar Awards,Best Fact Crime,2019,finalist,finalist,false,Nature & Environment,Penguin Random House,Hutchinson,9781786330130,https://edgarawards.com/category-list-best-fact-crime/?instance=1&listpage=1,official
appearance-the-good-mothers-the-true-story-of-the-women-who-took-on-the-world-s-most-powerful-mafia-alex-pe-edgar-awards-best-fact-crime-2019-finalist,book-the-good-mothers-the-true-story-of-the-women-who-took-on-the-world-s-most-powerful-mafia-alex-pe,the-good-mothers-the-true-story-of-the-women-who-took-on-the-world-s-most-powerful-mafia-alex-pe,The Good Mothers: The True Story of the Women Who Took on the World's Most Powerful Mafia,Alex Perry,,award-edgar-awards-best-fact-crime,Edgar Awards,Best Fact Crime,2019,finalist,finalist,false,True Crime & Justice,HarperCollins Publishers - William Morrow,,,https://edgarawards.com/category-list-best-fact-crime/?instance=1&listpage=1,official
appearance-the-last-wild-men-of-borneo-a-true-story-of-death-and-treasure-carl-hoffman-edgar-awards-best-fact-crime-2019-finalist,book-the-last-wild-men-of-borneo-a-true-story-of-death-and-treasure-carl-hoffman,the-last-wild-men-of-borneo-a-true-story-of-death-and-treasure-carl-hoffman,The Last Wild Men of Borneo: A True Story of Death and Treasure,Carl Hoffman,,award-edgar-awards-best-fact-crime,Edgar Awards,Best Fact Crime,2019,finalist,finalist,false,True Crime & Justice,HarperCollins Publishers - William Morrow,,,https://edgarawards.com/category-list-best-fact-crime/?instance=1&listpage=1,official
appearance-tinderbox-the-untold-story-of-the-up-stairs-lounge-fire-and-the-rise-of-gay-liberation-robert-w--edgar-awards-best-fact-crime-2019-winner,book-tinderbox-the-untold-story-of-the-up-stairs-lounge-fire-and-the-rise-of-gay-liberation-robert-w-,tinderbox-the-untold-story-of-the-up-stairs-lounge-fire-and-the-rise-of-gay-liberation-robert-w-,Tinderbox: The Untold Story of the Up Stairs Lounge Fire and the Rise of Gay Liberation,Robert W. Fieseler,2018,award-edgar-awards-best-fact-crime,Edgar Awards,Best Fact Crime,2019,winner,winner,false,Gender & Sexuality,W.W. Norton & Company - Liveright,,9781684413089,https://edgarawards.com/category-list-best-fact-crime/?instance=1&listpage=1,official
appearance-a-certain-idea-of-france-the-life-of-charles-de-gaulle-julian-jackson-elizabeth-longford-prize-for-historical-biography-2019-winner,book-a-certain-idea-of-france-the-life-of-charles-de-gaulle-julian-jackson,a-certain-idea-of-france-the-life-of-charles-de-gaulle-julian-jackson,A Certain Idea of France: The Life of Charles De Gaulle,Julian Jackson,2018,award-elizabeth-longford-prize-for-historical-biography,Elizabeth Longford Prize for Historical Biography,Historical Biography,2019,winner,winner,false,Biography,Penguin Random House,Allen Lane,9781846143519,https://en.wikipedia.org/wiki/Elizabeth_Longford_Prize,secondary
appearance-churchill-walking-with-destiny-andrew-roberts-elizabeth-longford-prize-for-historical-biography-2019-shortlist,book-churchill-walking-with-destiny-andrew-roberts,churchill-walking-with-destiny-andrew-roberts,Churchill: Walking with Destiny,Andrew Roberts,2018,award-elizabeth-longford-prize-for-historical-biography,Elizabeth Longford Prize for Historical Biography,Historical Biography,2019,shortlist,shortlist,false,Biography,Penguin Random House,Penguin Books,9780241205648,https://en.wikipedia.org/wiki/Elizabeth_Longford_Prize,secondary
appearance-the-new-negro-the-life-of-alain-locke-jeffrey-c-stewart-elizabeth-longford-prize-for-historical-biography-2019-shortlist,book-the-new-negro-the-life-of-alain-locke-jeffrey-c-stewart,the-new-negro-the-life-of-alain-locke-jeffrey-c-stewart,The New Negro: The Life of Alain Locke,Jeffrey C. Stewart,2019,award-elizabeth-longford-prize-for-historical-biography,Elizabeth Longford Prize for Historical Biography,Historical Biography,2019,shortlist,shortlist,false,Biography,Oxford University Press,Oxford University Press,9780190652852,https://en.wikipedia.org/wiki/Elizabeth_Longford_Prize,secondary
appearance-thomas-cromwell-a-life-diarmaid-macculloch-elizabeth-longford-prize-for-historical-biography-2019-shortlist,book-thomas-cromwell-a-life-diarmaid-macculloch,thomas-cromwell-a-life-diarmaid-macculloch,Thomas Cromwell: A Life,Diarmaid MacCulloch,2018,award-elizabeth-longford-prize-for-historical-biography,Elizabeth Longford Prize for Historical Biography,Historical Biography,2019,shortlist,shortlist,false,Biography,Penguin Random House,Penguin Books,9780143132929,https://en.wikipedia.org/wiki/Elizabeth_Longford_Prize,secondary
appearance-frederick-douglass-prophet-of-freedom-david-w-blight-francis-parkman-prize-2019-winner,book-frederick-douglass-prophet-of-freedom-david-w-blight,frederick-douglass-prophet-of-freedom-david-w-blight,Frederick Douglass: Prophet of Freedom,David W. Blight,2018,award-francis-parkman-prize,Francis Parkman Prize,Francis Parkman Prize,2019,winner,winner,false,Biography,Simon & Schuster,Simon & Schuster,9781416593881,https://en.wikipedia.org/wiki/Francis_Parkman_Prize,secondary
appearance-a-dark-inheritance-blood-race-and-sex-in-colonial-jamaica-brooke-n-newman-frederick-douglass-book-prize-slavery-resistance-and-abolition-2019-finalist,book-a-dark-inheritance-blood-race-and-sex-in-colonial-jamaica-brooke-n-newman,a-dark-inheritance-blood-race-and-sex-in-colonial-jamaica-brooke-n-newman,"A Dark Inheritance: Blood, Race, and Sex in Colonial Jamaica",Brooke N. Newman,2018,award-frederick-douglass-book-prize-slavery-resistance-and-abolition,Frederick Douglass Book Prize,"Slavery, Resistance, and Abolition",2019,finalist,finalist,false,History,Yale University Press,Yale University Press,9780300225556,https://macmillan.yale.edu/stories/yale-announces-2019-frederick-douglass-book-prize-finalists,official
appearance-embattled-freedom-journeys-through-the-civil-war-s-slave-refugee-camps-amy-murrell-taylor-frederick-douglass-book-prize-slavery-resistance-and-abolition-2019-winner,book-embattled-freedom-journeys-through-the-civil-war-s-slave-refugee-camps-amy-murrell-taylor,embattled-freedom-journeys-through-the-civil-war-s-slave-refugee-camps-amy-murrell-taylor,Embattled Freedom: Journeys through the Civil War’s Slave Refugee Camps,Amy Murrell Taylor,2018,award-frederick-douglass-book-prize-slavery-resistance-and-abolition,Frederick Douglass Book Prize,"Slavery, Resistance, and Abolition",2019,winner,winner,false,History,University of North Carolina Press,University of North Carolina Press,9781469643632,https://en.wikipedia.org/wiki/Frederick_Douglass_Book_Prize,secondary
appearance-fugitive-modernities-kisama-and-the-politics-of-freedom-jessica-a-krug-frederick-douglass-book-prize-slavery-resistance-and-abolition-2019-finalist,book-fugitive-modernities-kisama-and-the-politics-of-freedom-jessica-a-krug,fugitive-modernities-kisama-and-the-politics-of-freedom-jessica-a-krug,Fugitive Modernities: Kisama and the Politics of Freedom,Jessica A. Krug,2018,award-frederick-douglass-book-prize-slavery-resistance-and-abolition,Frederick Douglass Book Prize,"Slavery, Resistance, and Abolition",2019,finalist,finalist,false,American History,,,,https://macmillan.yale.edu/stories/yale-announces-2019-frederick-douglass-book-prize-finalists,official
appearance-invisible-women-exposing-data-bias-in-a-world-designed-for-men-caroline-criado-perez-ft-business-book-of-the-year-2019-winner,book-invisible-women-exposing-data-bias-in-a-world-designed-for-men-caroline-criado-perez,invisible-women-exposing-data-bias-in-a-world-designed-for-men-caroline-criado-perez,Invisible Women: Exposing Data Bias in a World Designed for Men,Caroline Criado-Perez,2019,award-ft-business-book-of-the-year,FT Business Book of the Year,Business Book of the Year,2019,winner,winner,false,Gender & Sexuality,Penguin Random House,Chatto & Windus,9781784706289,https://en.wikipedia.org/wiki/Financial_Times_Business_Book_of_the_Year_Award,secondary
appearance-kochland-the-secret-history-of-koch-industries-and-corporate-power-in-america-christopher-leonar-ft-business-book-of-the-year-2019-shortlist,book-kochland-the-secret-history-of-koch-industries-and-corporate-power-in-america-christopher-leonar,kochland-the-secret-history-of-koch-industries-and-corporate-power-in-america-christopher-leonar,Kochland: The Secret History of Koch Industries and Corporate Power in America,Christopher Leonard,2019,award-ft-business-book-of-the-year,FT Business Book of the Year,Business Book of the Year,2019,shortlist,shortlist,false,Business & Economics,Simon & Schuster,Simon & Schuster,9781476775401,https://en.wikipedia.org/wiki/Financial_Times_Business_Book_of_the_Year_Award,secondary
appearance-range-why-generalists-triumph-in-a-specialized-world-david-epstein-ft-business-book-of-the-year-2019-shortlist,book-range-why-generalists-triumph-in-a-specialized-world-david-epstein,range-why-generalists-triumph-in-a-specialized-world-david-epstein,Range: Why Generalists Triumph in a Specialized World,David Epstein,2019,award-ft-business-book-of-the-year,FT Business Book of the Year,Business Book of the Year,2019,shortlist,shortlist,false,Business & Economics,Penguin Random House,Riverhead Books,9780735214484,https://en.wikipedia.org/wiki/Financial_Times_Business_Book_of_the_Year_Award,secondary
appearance-the-age-of-surveillance-capitalism-the-fight-for-a-human-future-at-the-new-frontier-of-power-sho-ft-business-book-of-the-year-2019-shortlist,book-the-age-of-surveillance-capitalism-the-fight-for-a-human-future-at-the-new-frontier-of-power-sho,the-age-of-surveillance-capitalism-the-fight-for-a-human-future-at-the-new-frontier-of-power-sho,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,2018,award-ft-business-book-of-the-year,FT Business Book of the Year,Business Book of the Year,2019,shortlist,shortlist,false,Business & Economics,Hachette Book Group,PublicAffairs,9781610395694,https://en.wikipedia.org/wiki/Financial_Times_Business_Book_of_the_Year_Award,secondary
appearance-the-man-who-solved-the-market-how-jim-simons-launched-the-quant-revolution-gregory-zuckerman-ft-business-book-of-the-year-2019-shortlist,book-the-man-who-solved-the-market-how-jim-simons-launched-the-quant-revolution-gregory-zuckerman,the-man-who-solved-the-market-how-jim-simons-launched-the-quant-revolution-gregory-zuckerman,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,2019,award-ft-business-book-of-the-year,FT Business Book of the Year,Business Book of the Year,2019,shortlist,shortlist,false,Business & Economics,,,9780241309728,https://en.wikipedia.org/wiki/Financial_Times_Business_Book_of_the_Year_Award,secondary
appearance-the-third-pillar-the-revival-of-community-in-a-polarised-world-raghuram-rajan-ft-business-book-of-the-year-2019-shortlist,book-the-third-pillar-the-revival-of-community-in-a-polarised-world-raghuram-rajan,the-third-pillar-the-revival-of-community-in-a-polarised-world-raghuram-rajan,The Third Pillar: The Revival of Community in a Polarised World,Raghuram Rajan,2019,award-ft-business-book-of-the-year,FT Business Book of the Year,Business Book of the Year,2019,shortlist,shortlist,false,Society & Culture,HarperCollins,HarperCollins,9780008276294,https://en.wikipedia.org/wiki/Financial_Times_Business_Book_of_the_Year_Award,secondary
appearance-the-global-interior-mineral-frontiers-and-american-power-megan-black-george-perkins-marsh-prize-environmental-history-2019-winner,book-the-global-interior-mineral-frontiers-and-american-power-megan-black,the-global-interior-mineral-frontiers-and-american-power-megan-black,The Global Interior: Mineral Frontiers and American Power,Megan Black,2018,award-george-perkins-marsh-prize-environmental-history,George Perkins Marsh Prize,Environmental History,2019,winner,winner,false,History,Harvard University Press,Harvard University Press,9780674989603,https://www.aseh.org/past-recipients,official
appearance-in-the-hurricane-s-eye-the-genius-of-george-washington-and-the-victory-at-yorktown-nathaniel-phi-george-washington-prize-founding-era-2019-finalist,book-in-the-hurricane-s-eye-the-genius-of-george-washington-and-the-victory-at-yorktown-nathaniel-phi,in-the-hurricane-s-eye-the-genius-of-george-washington-and-the-victory-at-yorktown-nathaniel-phi,In the Hurricane's Eye: The Genius of George Washington and the Victory at Yorktown,Nathaniel Philbrick,2018,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,finalist,finalist,false,Nature & Environment,,,,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-jefferson-s-daughters-three-sisters-white-and-black-in-a-young-america-catherine-kerrison-george-washington-prize-founding-era-2019-finalist,book-jefferson-s-daughters-three-sisters-white-and-black-in-a-young-america-catherine-kerrison,jefferson-s-daughters-three-sisters-white-and-black-in-a-young-america-catherine-kerrison,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America",Catherine Kerrison,2018,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,finalist,finalist,false,Race & Ethnicity,,,,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-revolution-song-a-story-of-american-freedom-russell-shorto-george-washington-prize-founding-era-2019-finalist,book-revolution-song-a-story-of-american-freedom-russell-shorto,revolution-song-a-story-of-american-freedom-russell-shorto,Revolution Song: A Story of American Freedom,Russell Shorto,2017,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,finalist,finalist,false,American History,W. W. Norton & Company,W. W. Norton,9780393245547,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-rush-revolution-madness-and-benjamin-rush-the-visionary-doctor-who-became-a-founding-father-step-george-washington-prize-founding-era-2019-finalist,book-rush-revolution-madness-and-benjamin-rush-the-visionary-doctor-who-became-a-founding-father-step,rush-revolution-madness-and-benjamin-rush-the-visionary-doctor-who-became-a-founding-father-step,"Rush: Revolution, Madness, and Benjamin Rush, the Visionary Doctor Who Became a Founding Father",Stephen Fried,2019,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,finalist,finalist,false,American History,,,,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-the-indian-world-of-george-washington-the-first-president-the-first-americans-and-the-birth-of-t-george-washington-prize-founding-era-2019-winner,book-the-indian-world-of-george-washington-the-first-president-the-first-americans-and-the-birth-of-t,the-indian-world-of-george-washington-the-first-president-the-first-americans-and-the-birth-of-t,"The Indian World of George Washington: The First President, the First Americans, and the Birth of the Nation",Colin G. Calloway,2018,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,winner,winner,false,American History,Oxford University Press,Oxford University Press,9780190652166,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-the-tragedy-of-benedict-arnold-an-american-life-joyce-lee-malcolm-george-washington-prize-founding-era-2019-finalist,book-the-tragedy-of-benedict-arnold-an-american-life-joyce-lee-malcolm,the-tragedy-of-benedict-arnold-an-american-life-joyce-lee-malcolm,The Tragedy of Benedict Arnold: An American Life,Joyce Lee Malcolm,2018,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,finalist,finalist,false,American History,Pegasus Books,Pegasus Books,9781681777375,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-young-washington-how-wilderness-and-war-forged-america-s-founding-father-peter-stark-george-washington-prize-founding-era-2019-finalist,book-young-washington-how-wilderness-and-war-forged-america-s-founding-father-peter-stark,young-washington-how-wilderness-and-war-forged-america-s-founding-father-peter-stark,Young Washington: How Wilderness and War Forged America's Founding Father,Peter Stark,2018,award-george-washington-prize-founding-era,George Washington Prize,Founding Era,2019,finalist,finalist,false,American History,,,,https://en.wikipedia.org/wiki/George_Washington_Book_Prize,secondary
appearance-aberration-of-mind-suicide-and-suffering-in-the-civil-war-era-south-diane-miller-sommerville-gilder-lehrman-lincoln-prize-civil-war-era-2019-finalist,book-aberration-of-mind-suicide-and-suffering-in-the-civil-war-era-south-diane-miller-sommerville,aberration-of-mind-suicide-and-suffering-in-the-civil-war-era-south-diane-miller-sommerville,Aberration of Mind: Suicide and Suffering in the Civil War–Era South,Diane Miller Sommerville,2018,award-gilder-lehrman-lincoln-prize-civil-war-era,Gilder Lehrman Lincoln Prize,Civil War Era,2019,finalist,finalist,false,War & Military,,,,https://www.gettysburg.edu/lincoln-prize/previous-winners/#prize-2019,official
appearance-becoming-lincoln-william-w-freehling-gilder-lehrman-lincoln-prize-civil-war-era-2019-finalist,book-becoming-lincoln-william-w-freehling,becoming-lincoln-william-w-freehling,Becoming Lincoln,William W. Freehling,2018,award-gilder-lehrman-lincoln-prize-civil-war-era,Gilder Lehrman Lincoln Prize,Civil War Era,2019,finalist,finalist,false,History,University of Virginia Press,University of Virginia Press,9780813941578,https://www.gettysburg.edu/lincoln-prize/previous-winners/#prize-2019,official
